person_age,person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
22,female,High School,20405,OWN,2000,PERSONAL,0.1,590,Yes,0
24,male,Associate,223194,RENT,25000,HOMEIMPROVEMENT,0.11,676,Yes,0
25,female,Associate,195560,RENT,25000,PERSONAL,0.13,677,Yes,0
26,male,Bachelor,194140,RENT,30000,VENTURE,0.15,651,Yes,0
22,male,High School,193337,MORTGAGE,35000,MEDICAL,0.18,602,Yes,0
25,male,High School,270992,RENT,25000,VENTURE,0.09,652,No,0
25,male,Associate,20221,OWN,5000,PERSONAL,0.25,572,No,1
23,male,Bachelor,20678,OWN,4375,VENTURE,0.21,528,No,1
25,female,High School,60742,RENT,24750,PERSONAL,0.41,638,No,1
23,female,High School,72805,RENT,24750,DEBTCONSOLIDATION,0.34,655,No,1
24,male,Master,102011,RENT,24500,MEDICAL,0.24,627,Yes,0
22,male,High School,20896,MORTGAGE,2000,EDUCATION,0.1,596,No,0
24,female,Bachelor,111283,RENT,24500,MEDICAL,0.22,694,No,0
23,female,Associate,192873,MORTGAGE,35000,PERSONAL,0.18,684,Yes,0
24,female,Bachelor,193174,MORTGAGE,12000,VENTURE,0.06,547,No,0
25,female,Bachelor,193249,MORTGAGE,12000,PERSONAL,0.06,586,Yes,0
26,female,Bachelor,192954,RENT,25000,PERSONAL,0.13,694,No,0
25,male,Master,152227,MORTGAGE,10000,MEDICAL,0.07,639,No,1
25,female,Bachelor,65399,RENT,24250,PERSONAL,0.37,663,No,1
23,female,High School,75928,RENT,24250,EDUCATION,0.32,528,No,1
24,male,Bachelor,21627,MORTGAGE,3900,DEBTCONSOLIDATION,0.18,636,No,1
25,male,High School,83235,RENT,24250,PERSONAL,0.29,603,No,1
26,male,High School,68297,RENT,24250,MEDICAL,0.36,507,No,1
22,male,Master,89977,RENT,24250,DEBTCONSOLIDATION,0.27,692,No,1
24,female,Associate,79510,RENT,24250,MEDICAL,0.3,604,No,1
24,female,Bachelor,109050,RENT,24250,VENTURE,0.22,622,No,0
26,female,Bachelor,94635,RENT,24250,HOMEIMPROVEMENT,0.26,643,No,1
23,male,High School,120966,RENT,24250,PERSONAL,0.2,565,No,0
23,male,Master,124437,RENT,24250,PERSONAL,0.19,718,Yes,0
25,male,Bachelor,193147,MORTGAGE,9000,EDUCATION,0.05,625,Yes,0
25,male,Bachelor,192914,OWN,15000,VENTURE,0.08,614,Yes,0
24,female,Bachelor,192806,MORTGAGE,20000,VENTURE,0.1,690,Yes,0
23,male,High School,193097,MORTGAGE,25000,EDUCATION,0.13,564,Yes,0
26,female,Associate,193082,MORTGAGE,13750,DEBTCONSOLIDATION,0.07,579,Yes,0
21,female,High School,192841,MORTGAGE,15250,VENTURE,0.08,648,No,0
25,male,Master,193300,MORTGAGE,20000,VENTURE,0.1,531,Yes,0
22,male,Associate,21205,MORTGAGE,4750,HOMEIMPROVEMENT,0.22,658,No,1
25,female,Bachelor,135292,RENT,24250,PERSONAL,0.18,574,No,0
21,male,High School,21363,MORTGAGE,6000,VENTURE,0.28,671,No,1
25,male,High School,139035,RENT,24250,HOMEIMPROVEMENT,0.17,633,No,0
23,male,High School,173511,RENT,24250,EDUCATION,0.14,631,Yes,0
23,male,Associate,345520,RENT,24250,EDUCATION,0.07,652,Yes,0
22,female,Bachelor,130762,RENT,24150,HOMEIMPROVEMENT,0.18,683,No,1
22,female,Bachelor,52596,RENT,24000,DEBTCONSOLIDATION,0.46,693,No,1
23,female,Bachelor,57326,RENT,24000,VENTURE,0.42,603,No,1
24,female,High School,58262,RENT,24000,VENTURE,0.41,522,No,1
26,female,High School,58620,RENT,24000,MEDICAL,0.41,664,No,1
21,female,Master,55113,RENT,24000,EDUCATION,0.44,645,No,1
25,male,Bachelor,63361,RENT,24000,PERSONAL,0.38,592,No,1
22,female,Associate,22107,MORTGAGE,2250,EDUCATION,0.1,636,Yes,0
24,female,Bachelor,57356,RENT,24000,PERSONAL,0.42,672,No,1
22,female,Bachelor,21790,MORTGAGE,1000,VENTURE,0.05,686,Yes,0
22,female,High School,59680,RENT,24000,MEDICAL,0.4,590,No,1
26,female,Master,72720,RENT,24000,PERSONAL,0.33,636,No,1
25,female,High School,73024,RENT,24000,PERSONAL,0.33,580,No,1
22,male,Bachelor,73110,RENT,24000,PERSONAL,0.33,674,No,1
21,female,Associate,72902,RENT,24000,MEDICAL,0.33,601,No,1
26,female,High School,75416,RENT,24000,DEBTCONSOLIDATION,0.32,620,No,1
22,male,Master,75959,RENT,24000,EDUCATION,0.32,642,No,1
26,male,Associate,79222,RENT,24000,DEBTCONSOLIDATION,0.3,616,No,1
22,female,Associate,21824,MORTGAGE,4975,EDUCATION,0.23,588,No,1
23,male,High School,71875,RENT,24000,DEBTCONSOLIDATION,0.33,585,No,1
23,male,Bachelor,80313,RENT,24000,VENTURE,0.3,632,No,1
24,male,High School,72647,RENT,24000,VENTURE,0.33,556,No,1
25,male,Bachelor,80492,RENT,24000,EDUCATION,0.3,602,No,1
22,male,High School,75646,RENT,24000,PERSONAL,0.32,639,No,1
24,male,Associate,85223,RENT,24000,EDUCATION,0.28,603,No,1
23,male,Associate,89735,RENT,24000,DEBTCONSOLIDATION,0.27,689,No,1
22,male,High School,22364,OWN,3000,PERSONAL,0.13,672,No,1
22,female,Master,90780,RENT,24000,EDUCATION,0.26,499,No,1
24,male,Bachelor,90889,RENT,24000,MEDICAL,0.26,643,No,1
24,male,Bachelor,90911,RENT,24000,HOMEIMPROVEMENT,0.26,589,No,1
26,male,Master,83953,RENT,24000,DEBTCONSOLIDATION,0.29,646,No,1
23,male,Associate,94644,RENT,24000,PERSONAL,0.25,613,No,1
22,female,High School,22616,OWN,2000,VENTURE,0.09,567,No,0
24,female,Bachelor,96989,RENT,24000,MEDICAL,0.25,603,No,0
22,female,Associate,22867,OWN,3500,HOMEIMPROVEMENT,0.15,647,No,1
23,female,Master,22583,OWN,4000,EDUCATION,0.18,645,No,1
23,female,Bachelor,90900,RENT,24000,PERSONAL,0.26,672,No,1
26,female,Master,107641,RENT,24000,PERSONAL,0.22,648,No,0
25,male,High School,114870,RENT,24000,EDUCATION,0.21,653,No,0
22,male,Bachelor,100479,RENT,24000,DEBTCONSOLIDATION,0.24,590,No,1
25,female,Master,114958,RENT,24000,VENTURE,0.21,704,Yes,0
21,female,Master,22882,OWN,4900,HOMEIMPROVEMENT,0.21,674,No,1
21,female,Bachelor,22392,OWN,5000,EDUCATION,0.22,594,No,1
26,female,High School,120498,RENT,24000,PERSONAL,0.2,626,No,0
24,female,Master,132873,RENT,24000,VENTURE,0.18,701,Yes,0
24,male,Associate,22635,OWN,6250,HOMEIMPROVEMENT,0.28,602,No,1
22,female,Associate,118299,RENT,24000,DEBTCONSOLIDATION,0.2,503,No,1
26,female,Associate,125665,RENT,24000,DEBTCONSOLIDATION,0.19,657,No,1
22,female,High School,144904,RENT,24000,EDUCATION,0.17,638,No,0
24,female,Bachelor,144882,RENT,24000,VENTURE,0.17,646,Yes,0
26,male,Associate,130649,RENT,24000,EDUCATION,0.18,678,No,1
24,male,Master,149622,RENT,24000,PERSONAL,0.16,684,Yes,0
23,male,Bachelor,22957,MORTGAGE,2500,MEDICAL,0.11,594,No,1
24,male,Master,157225,RENT,24000,DEBTCONSOLIDATION,0.15,538,Yes,0
25,female,Bachelor,163004,RENT,24000,PERSONAL,0.15,662,No,0
24,male,High School,163035,RENT,24000,HOMEIMPROVEMENT,0.15,636,Yes,0
23,male,Master,138731,RENT,24000,MEDICAL,0.17,613,No,1
23,female,Associate,180804,RENT,24000,EDUCATION,0.13,573,Yes,0
23,male,Master,166378,RENT,24000,DEBTCONSOLIDATION,0.14,714,No,1
24,male,Associate,22684,OWN,13000,PERSONAL,0.57,640,No,1
21,male,Bachelor,22366,OWN,6250,VENTURE,0.28,637,No,1
26,female,High School,187161,RENT,24000,DEBTCONSOLIDATION,0.13,633,Yes,0
26,male,Bachelor,178439,RENT,24000,EDUCATION,0.13,615,No,1
26,male,Bachelor,204962,RENT,24000,DEBTCONSOLIDATION,0.12,552,Yes,0
21,male,Bachelor,22673,OWN,2500,PERSONAL,0.11,670,Yes,0
24,male,Associate,53633,RENT,23975,HOMEIMPROVEMENT,0.45,678,No,1
23,female,Master,144983,RENT,23750,MEDICAL,0.16,676,No,0
24,female,High School,67032,RENT,23600,PERSONAL,0.35,624,No,1
24,male,High School,22664,MORTGAGE,10000,DEBTCONSOLIDATION,0.44,649,No,1
25,male,High School,123299,RENT,23600,DEBTCONSOLIDATION,0.19,555,Yes,0
23,female,Associate,91275,RENT,23575,PERSONAL,0.26,613,No,1
22,male,Bachelor,22564,OWN,4000,MEDICAL,0.18,684,No,1
22,male,Bachelor,22786,OWN,5400,MEDICAL,0.24,647,No,1
25,male,High School,22450,MORTGAGE,4000,MEDICAL,0.18,580,No,1
21,female,Bachelor,22666,OWN,3375,VENTURE,0.15,630,No,1
22,male,Bachelor,81701,RENT,23400,VENTURE,0.29,589,No,1
22,male,High School,52984,RENT,23000,PERSONAL,0.43,621,No,1
25,female,Master,68579,RENT,23000,EDUCATION,0.34,665,No,1
23,female,Bachelor,73014,RENT,23000,VENTURE,0.32,668,No,1
24,female,Bachelor,22608,MORTGAGE,1200,VENTURE,0.05,615,Yes,0
25,female,High School,76932,RENT,23000,EDUCATION,0.3,604,No,1
24,male,High School,78955,RENT,23000,HOMEIMPROVEMENT,0.29,620,No,1
23,male,Master,82567,RENT,23000,EDUCATION,0.28,558,No,1
22,male,Bachelor,22466,OWN,3000,DEBTCONSOLIDATION,0.13,603,No,1
25,male,Bachelor,97251,RENT,23000,VENTURE,0.24,683,Yes,0
24,male,Associate,106607,RENT,23000,VENTURE,0.22,641,No,1
22,male,Bachelor,71385,RENT,22750,MEDICAL,0.32,521,No,1
23,female,Bachelor,84865,RENT,22500,DEBTCONSOLIDATION,0.27,655,No,1
24,male,Bachelor,22789,OWN,3000,HOMEIMPROVEMENT,0.13,663,No,1
26,female,Bachelor,84801,RENT,22500,EDUCATION,0.27,605,No,1
24,male,Bachelor,88421,RENT,22400,VENTURE,0.25,708,No,1
24,male,High School,23071,MORTGAGE,5000,PERSONAL,0.22,571,No,1
23,male,Bachelor,43042,RENT,22250,DEBTCONSOLIDATION,0.52,678,No,1
25,female,High School,53119,RENT,22000,HOMEIMPROVEMENT,0.41,597,No,1
25,male,Bachelor,63311,RENT,22000,PERSONAL,0.35,689,No,1
21,male,Bachelor,23597,MORTGAGE,4200,PERSONAL,0.18,675,No,1
22,female,High School,69308,RENT,22000,EDUCATION,0.32,591,No,1
25,female,High School,70598,RENT,22000,MEDICAL,0.31,616,No,1
23,female,High School,73044,RENT,22000,DEBTCONSOLIDATION,0.3,640,No,1
24,male,Bachelor,73043,RENT,22000,VENTURE,0.3,593,No,1
25,female,Bachelor,23627,MORTGAGE,3000,EDUCATION,0.13,649,No,1
26,male,Bachelor,68198,RENT,22000,MEDICAL,0.32,645,No,1
22,female,High School,85089,RENT,22000,EDUCATION,0.26,537,No,1
22,female,Bachelor,80358,RENT,22000,EDUCATION,0.27,635,No,1
23,female,Bachelor,90025,RENT,22000,DEBTCONSOLIDATION,0.24,640,Yes,0
24,female,Master,93232,RENT,22000,EDUCATION,0.24,625,No,0
22,female,Master,23497,OWN,3625,MEDICAL,0.15,557,No,1
26,male,Associate,93314,RENT,22000,VENTURE,0.24,643,No,0
21,female,Associate,23543,OWN,6000,MEDICAL,0.25,631,No,1
24,male,Bachelor,97038,RENT,22000,MEDICAL,0.23,653,Yes,0
26,female,Associate,100246,RENT,22000,VENTURE,0.22,623,Yes,0
24,female,Bachelor,23667,OWN,7400,MEDICAL,0.31,662,No,1
25,male,Associate,23719,OWN,4000,DEBTCONSOLIDATION,0.17,667,No,1
23,male,High School,101575,RENT,22000,DEBTCONSOLIDATION,0.22,586,No,0
25,female,Master,94168,RENT,22000,PERSONAL,0.23,719,No,1
25,male,Master,99394,RENT,22000,EDUCATION,0.22,646,No,1
21,male,High School,23504,MORTGAGE,3500,DEBTCONSOLIDATION,0.15,646,No,1
23,male,Bachelor,120500,RENT,22000,DEBTCONSOLIDATION,0.18,646,No,0
23,female,Bachelor,133195,RENT,22000,PERSONAL,0.17,643,Yes,0
22,male,Bachelor,24148,MORTGAGE,4950,PERSONAL,0.2,594,No,1
25,male,Bachelor,69353,RENT,21700,PERSONAL,0.31,664,No,1
24,male,High School,65946,RENT,21600,VENTURE,0.33,605,No,1
23,female,High School,68677,RENT,21600,MEDICAL,0.31,646,No,1
26,female,Associate,76687,RENT,21600,DEBTCONSOLIDATION,0.28,655,No,1
22,female,Bachelor,99087,RENT,21600,PERSONAL,0.22,597,No,0
22,male,High School,94523,RENT,21600,DEBTCONSOLIDATION,0.23,679,No,1
22,female,High School,24092,OWN,2400,VENTURE,0.1,654,No,0
24,female,Bachelor,135365,RENT,21600,MEDICAL,0.16,556,No,0
24,male,Associate,24420,MORTGAGE,7000,HOMEIMPROVEMENT,0.29,694,No,1
25,male,High School,23948,OWN,3000,EDUCATION,0.13,587,No,1
24,female,Associate,71718,RENT,21500,MEDICAL,0.3,620,No,1
24,female,Master,84999,RENT,21500,HOMEIMPROVEMENT,0.25,701,No,1
24,female,High School,140396,RENT,21500,EDUCATION,0.15,572,Yes,0
25,male,High School,73404,RENT,21450,EDUCATION,0.29,671,No,1
22,male,High School,38473,RENT,21250,DEBTCONSOLIDATION,0.55,599,No,1
25,male,Associate,57546,RENT,21250,VENTURE,0.37,610,No,1
25,male,Bachelor,62422,RENT,21250,VENTURE,0.34,588,No,1
22,male,Bachelor,23993,MORTGAGE,5000,DEBTCONSOLIDATION,0.21,691,No,1
22,male,High School,64732,RENT,21250,MEDICAL,0.33,645,No,1
26,male,Associate,23955,OWN,9250,EDUCATION,0.39,618,No,1
24,male,Bachelor,68154,RENT,21250,VENTURE,0.31,672,No,1
24,female,Associate,79138,RENT,21250,EDUCATION,0.27,650,No,1
21,male,High School,42536,RENT,21000,VENTURE,0.49,687,No,1
22,male,Associate,23888,MORTGAGE,1400,HOMEIMPROVEMENT,0.06,535,No,1
23,male,Associate,24013,MORTGAGE,3000,MEDICAL,0.12,604,No,1
26,female,Bachelor,48929,RENT,21000,MEDICAL,0.43,601,No,1
25,female,Associate,24121,OWN,1000,VENTURE,0.04,612,Yes,0
26,male,Bachelor,51379,RENT,21000,MEDICAL,0.41,666,No,1
23,male,High School,76364,RENT,21000,MEDICAL,0.27,645,No,1
26,male,Bachelor,24297,MORTGAGE,4000,VENTURE,0.16,678,No,1
22,female,Bachelor,71599,RENT,21000,PERSONAL,0.29,644,No,1
22,male,Associate,85496,RENT,21000,PERSONAL,0.25,614,Yes,0
26,female,Associate,79163,RENT,21000,DEBTCONSOLIDATION,0.27,627,No,1
22,male,Master,90944,RENT,21000,EDUCATION,0.23,523,Yes,0
22,female,Master,23973,MORTGAGE,5000,MEDICAL,0.21,571,No,1
25,female,High School,75181,RENT,21000,MEDICAL,0.28,546,No,1
24,female,Associate,95767,RENT,21000,HOMEIMPROVEMENT,0.22,640,No,0
23,female,Master,96788,RENT,21000,MEDICAL,0.22,648,Yes,0
24,male,High School,101708,RENT,21000,MEDICAL,0.21,593,No,0
26,male,Associate,103023,RENT,21000,HOMEIMPROVEMENT,0.2,658,Yes,0
22,male,Bachelor,113027,RENT,21000,EDUCATION,0.19,701,No,0
26,female,Bachelor,98366,RENT,21000,EDUCATION,0.21,702,No,1
26,male,Associate,117668,RENT,21000,EDUCATION,0.18,711,Yes,0
26,male,Bachelor,117297,RENT,21000,EDUCATION,0.18,570,Yes,0
25,female,Associate,120885,RENT,21000,PERSONAL,0.17,637,No,1
26,female,Associate,24183,OTHER,7500,PERSONAL,0.31,621,No,1
21,male,High School,23664,MORTGAGE,6250,DEBTCONSOLIDATION,0.26,637,No,1
26,male,Associate,150692,RENT,21000,HOMEIMPROVEMENT,0.14,534,No,0
25,female,High School,151100,RENT,21000,EDUCATION,0.14,577,Yes,0
23,male,Bachelor,99197,RENT,20900,PERSONAL,0.21,638,No,0
21,female,Associate,24468,MORTGAGE,15000,EDUCATION,0.61,548,No,1
26,female,High School,61015,RENT,20500,VENTURE,0.34,676,No,1
23,male,Associate,84845,RENT,20500,EDUCATION,0.24,641,No,0
22,female,Associate,24872,OWN,2100,EDUCATION,0.08,630,Yes,0
123,female,High School,97140,RENT,20400,EDUCATION,0.21,805,Yes,0
23,male,Bachelor,65613,RENT,20375,PERSONAL,0.31,518,No,1
26,male,High School,32325,RENT,20050,EDUCATION,0.62,652,No,1
24,female,Associate,40881,RENT,20000,DEBTCONSOLIDATION,0.49,600,No,1
23,male,Associate,24766,OWN,5000,PERSONAL,0.2,649,No,0
22,female,Associate,24995,OWN,9250,PERSONAL,0.37,576,Yes,0
24,male,Master,43287,RENT,20000,MEDICAL,0.46,600,No,1
25,male,Bachelor,46375,RENT,20000,MEDICAL,0.43,654,No,1
23,female,High School,39416,RENT,20000,DEBTCONSOLIDATION,0.51,593,No,1
25,male,Associate,46636,RENT,20000,MEDICAL,0.43,614,No,1
23,male,Associate,25168,MORTGAGE,6400,MEDICAL,0.25,638,No,0
25,male,Bachelor,47473,RENT,20000,PERSONAL,0.42,633,No,1
23,female,High School,40632,RENT,20000,EDUCATION,0.49,649,No,1
25,female,Associate,41468,RENT,20000,HOMEIMPROVEMENT,0.48,591,No,1
24,male,High School,48897,RENT,20000,PERSONAL,0.41,656,No,1
21,male,Bachelor,44226,RENT,20000,MEDICAL,0.45,637,No,1
26,male,Bachelor,25012,MORTGAGE,4800,MEDICAL,0.19,682,Yes,0
25,male,Associate,51210,RENT,20000,EDUCATION,0.39,645,No,1
22,male,High School,51305,RENT,20000,VENTURE,0.39,602,No,1
25,male,Bachelor,25295,OWN,5650,PERSONAL,0.22,637,Yes,0
23,female,Associate,24930,MORTGAGE,3625,EDUCATION,0.15,662,Yes,0
22,male,High School,45716,RENT,20000,DEBTCONSOLIDATION,0.44,447,No,1
25,male,Bachelor,46683,RENT,20000,MEDICAL,0.43,636,No,1
22,female,Associate,54870,RENT,20000,EDUCATION,0.36,631,No,1
23,male,Associate,55291,RENT,20000,PERSONAL,0.36,632,No,1
24,female,High School,54919,RENT,20000,MEDICAL,0.36,670,No,1
23,female,Bachelor,25141,OWN,1200,MEDICAL,0.05,700,No,0
22,male,High School,54899,RENT,20000,DEBTCONSOLIDATION,0.36,650,No,1
24,male,Associate,47903,RENT,20000,MEDICAL,0.42,665,No,1
24,male,Associate,56744,RENT,20000,EDUCATION,0.35,582,No,1
22,male,Associate,58440,RENT,20000,VENTURE,0.34,656,No,1
22,female,Associate,51628,RENT,20000,PERSONAL,0.39,635,No,1
22,male,High School,58859,RENT,20000,VENTURE,0.34,672,No,1
22,female,Associate,24521,OWN,7500,EDUCATION,0.31,612,Yes,0
23,female,Master,60235,RENT,20000,EDUCATION,0.33,615,No,1
25,female,Master,25654,MORTGAGE,4000,VENTURE,0.16,725,No,0
25,female,Bachelor,61114,RENT,20000,DEBTCONSOLIDATION,0.33,639,No,1
25,female,Bachelor,60990,RENT,20000,EDUCATION,0.33,691,No,1
22,female,Bachelor,61072,RENT,20000,DEBTCONSOLIDATION,0.33,681,No,1
22,male,Associate,25229,OWN,5000,VENTURE,0.2,604,Yes,0
22,female,Associate,53980,RENT,20000,EDUCATION,0.37,688,No,1
24,male,Bachelor,61918,RENT,20000,MEDICAL,0.32,672,No,1
25,female,Bachelor,62299,RENT,20000,HOMEIMPROVEMENT,0.32,680,No,1
24,male,Master,62192,RENT,20000,VENTURE,0.32,640,No,1
22,male,Bachelor,62045,RENT,20000,EDUCATION,0.32,629,No,1
22,male,Bachelor,62350,RENT,20000,EDUCATION,0.32,677,No,1
24,female,Associate,62508,RENT,20000,VENTURE,0.32,571,No,1
25,male,High School,63607,RENT,20000,VENTURE,0.31,647,No,1
25,male,Associate,63921,RENT,20000,EDUCATION,0.31,568,No,1
22,male,Bachelor,56273,RENT,20000,DEBTCONSOLIDATION,0.36,700,No,1
26,male,Bachelor,24569,MORTGAGE,1500,PERSONAL,0.06,570,Yes,0
24,male,High School,63481,RENT,20000,EDUCATION,0.32,633,No,1
25,male,High School,56451,RENT,20000,DEBTCONSOLIDATION,0.35,646,No,1
24,female,Associate,63897,RENT,20000,HOMEIMPROVEMENT,0.31,614,No,1
22,female,High School,57193,RENT,20000,MEDICAL,0.35,532,No,1
22,male,Associate,65874,RENT,20000,EDUCATION,0.3,617,No,1
23,female,Associate,58705,RENT,20000,MEDICAL,0.34,603,No,1
23,male,High School,58236,RENT,20000,MEDICAL,0.34,588,No,1
23,male,Associate,65738,RENT,20000,VENTURE,0.3,668,No,1
24,male,High School,59765,RENT,20000,MEDICAL,0.33,643,No,1
26,male,High School,67019,RENT,20000,EDUCATION,0.3,639,No,1
24,female,Associate,67265,RENT,20000,HOMEIMPROVEMENT,0.3,525,No,1
25,male,Bachelor,66906,RENT,20000,DEBTCONSOLIDATION,0.3,666,No,1
26,female,Associate,59603,RENT,20000,HOMEIMPROVEMENT,0.34,642,No,1
25,male,High School,67174,RENT,20000,VENTURE,0.3,646,No,1
22,female,Associate,24993,MORTGAGE,16600,PERSONAL,0.66,634,Yes,0
23,male,Associate,66844,RENT,20000,DEBTCONSOLIDATION,0.3,655,No,1
25,female,Associate,67482,RENT,20000,VENTURE,0.3,682,No,1
23,male,High School,24853,MORTGAGE,7125,PERSONAL,0.29,631,Yes,0
23,male,Master,69387,RENT,20000,EDUCATION,0.29,600,No,1
22,female,High School,62379,RENT,20000,PERSONAL,0.32,641,No,1
23,male,Bachelor,24853,MORTGAGE,2500,EDUCATION,0.1,524,Yes,0
26,male,Associate,24751,MORTGAGE,3600,HOMEIMPROVEMENT,0.15,669,Yes,0
22,female,Associate,70529,RENT,20000,DEBTCONSOLIDATION,0.28,593,No,1
23,female,Associate,71255,RENT,20000,DEBTCONSOLIDATION,0.28,654,No,1
26,male,Master,71761,RENT,20000,MEDICAL,0.28,665,No,1
26,male,Bachelor,64550,RENT,20000,PERSONAL,0.31,649,No,1
23,female,Bachelor,72969,RENT,20000,MEDICAL,0.27,579,No,1
24,female,Bachelor,66060,RENT,20000,VENTURE,0.3,671,No,1
21,male,Bachelor,25666,OWN,3550,VENTURE,0.14,693,Yes,0
26,male,Associate,25229,MORTGAGE,7000,HOMEIMPROVEMENT,0.28,626,Yes,0
24,female,Master,72762,RENT,20000,PERSONAL,0.27,677,No,1
24,male,Master,25451,OWN,7750,VENTURE,0.3,594,No,0
25,female,Bachelor,65742,RENT,20000,PERSONAL,0.3,592,No,1
24,male,Bachelor,73352,RENT,20000,VENTURE,0.27,583,No,1
23,male,Master,65733,RENT,20000,DEBTCONSOLIDATION,0.3,592,No,1
23,male,Associate,65802,RENT,20000,PERSONAL,0.3,628,No,1
22,male,Bachelor,72562,RENT,20000,EDUCATION,0.28,567,No,1
25,female,Associate,73028,RENT,20000,EDUCATION,0.27,654,No,1
22,male,Associate,25537,MORTGAGE,6000,EDUCATION,0.23,623,No,0
24,male,Associate,25526,MORTGAGE,5500,DEBTCONSOLIDATION,0.22,661,Yes,0
25,male,Bachelor,73266,RENT,20000,EDUCATION,0.27,658,No,1
25,male,High School,65555,RENT,20000,PERSONAL,0.31,667,No,1
24,female,High School,65678,RENT,20000,PERSONAL,0.3,602,No,1
23,female,Bachelor,73286,RENT,20000,EDUCATION,0.27,687,No,1
21,male,Associate,25416,OWN,1275,EDUCATION,0.05,626,Yes,0
25,female,High School,65967,RENT,20000,DEBTCONSOLIDATION,0.3,662,No,1
24,female,High School,73202,RENT,20000,PERSONAL,0.27,536,No,1
21,male,Associate,25710,OWN,2400,MEDICAL,0.09,623,No,0
24,female,Bachelor,73058,RENT,20000,PERSONAL,0.27,647,No,1
26,male,High School,72650,RENT,20000,HOMEIMPROVEMENT,0.28,606,No,1
23,male,High School,66301,RENT,20000,PERSONAL,0.3,645,No,1
24,male,High School,66951,RENT,20000,VENTURE,0.3,632,No,1
24,female,Bachelor,73899,RENT,20000,HOMEIMPROVEMENT,0.27,634,No,1
22,male,High School,25644,OWN,3800,DEBTCONSOLIDATION,0.15,645,No,0
25,female,High School,75578,RENT,20000,MEDICAL,0.26,574,No,1
24,male,High School,68349,RENT,20000,EDUCATION,0.29,576,No,1
21,female,Bachelor,68120,RENT,20000,VENTURE,0.29,664,No,1
24,male,High School,75484,RENT,20000,HOMEIMPROVEMENT,0.26,562,No,1
25,female,Bachelor,75802,RENT,20000,VENTURE,0.26,637,No,1
25,female,Master,76733,RENT,20000,MEDICAL,0.26,656,No,1
26,male,Bachelor,70484,RENT,20000,DEBTCONSOLIDATION,0.28,590,No,1
23,female,Bachelor,78886,RENT,20000,MEDICAL,0.25,653,No,1
24,female,Associate,25992,OWN,5000,PERSONAL,0.19,612,No,0
23,female,Bachelor,79348,RENT,20000,MEDICAL,0.25,703,No,1
23,male,Bachelor,78597,RENT,20000,VENTURE,0.25,596,No,1
24,male,High School,26216,OWN,10000,VENTURE,0.38,586,Yes,0
25,male,Master,26133,OWN,5375,VENTURE,0.21,650,Yes,0
26,female,Bachelor,71856,RENT,20000,PERSONAL,0.28,610,No,1
23,male,Master,72259,RENT,20000,EDUCATION,0.28,650,No,1
21,female,Bachelor,25869,MORTGAGE,3500,DEBTCONSOLIDATION,0.14,579,No,1
26,male,Associate,79098,RENT,20000,DEBTCONSOLIDATION,0.25,534,No,1
25,female,Associate,71754,RENT,20000,PERSONAL,0.28,540,No,1
23,male,High School,71688,RENT,20000,DEBTCONSOLIDATION,0.28,584,No,1
23,female,Associate,79539,RENT,20000,DEBTCONSOLIDATION,0.25,584,No,1
22,female,High School,81282,RENT,20000,EDUCATION,0.25,639,No,0
23,male,Bachelor,81580,RENT,20000,MEDICAL,0.25,607,Yes,0
24,female,Master,81639,RENT,20000,HOMEIMPROVEMENT,0.24,681,No,0
26,male,High School,82432,RENT,20000,EDUCATION,0.24,710,No,0
25,male,High School,82737,RENT,20000,PERSONAL,0.24,634,Yes,0
24,male,High School,75890,RENT,20000,DEBTCONSOLIDATION,0.26,595,No,1
23,male,Bachelor,84428,RENT,20000,VENTURE,0.24,707,Yes,0
25,male,Bachelor,85061,RENT,20000,HOMEIMPROVEMENT,0.24,627,Yes,0
22,male,Bachelor,84791,RENT,20000,PERSONAL,0.24,592,Yes,0
25,female,Bachelor,77982,RENT,20000,HOMEIMPROVEMENT,0.26,699,No,1
25,male,High School,86325,RENT,20000,PERSONAL,0.23,566,Yes,0
22,male,High School,26244,MORTGAGE,3000,DEBTCONSOLIDATION,0.11,667,Yes,0
23,female,High School,86183,RENT,20000,EDUCATION,0.23,638,No,0
23,female,Associate,67625,RENT,20000,MEDICAL,0.3,620,No,1
24,male,High School,87261,RENT,20000,MEDICAL,0.23,667,Yes,0
24,female,Bachelor,25826,OTHER,6000,PERSONAL,0.23,655,No,0
23,male,Associate,80180,RENT,20000,VENTURE,0.25,666,No,1
22,male,High School,80179,RENT,20000,DEBTCONSOLIDATION,0.25,655,No,1
24,male,High School,87458,RENT,20000,HOMEIMPROVEMENT,0.23,604,Yes,0
24,female,Master,89922,RENT,20000,HOMEIMPROVEMENT,0.22,672,Yes,0
22,female,Bachelor,26137,MORTGAGE,1625,DEBTCONSOLIDATION,0.06,596,No,1
25,male,High School,91179,RENT,20000,DEBTCONSOLIDATION,0.22,658,Yes,0
21,male,Associate,26112,MORTGAGE,4500,HOMEIMPROVEMENT,0.17,608,No,1
25,male,Bachelor,26559,MORTGAGE,8500,VENTURE,0.32,686,Yes,0
24,female,Associate,91001,RENT,20000,HOMEIMPROVEMENT,0.22,687,No,0
26,female,Bachelor,90978,RENT,20000,MEDICAL,0.22,652,Yes,0
